"Player","Team","GamesPlayed","Minutes","Points","ThreesMade","Season"
"Cedi Osman","SAS","72","17.6","6.8","1.2","2023-24"
"Jonathan Isaac","ORL","58","15.8","6.8","0.7","2023-24"
"Peyton Watson","DEN","80","18.6","6.7","0.6","2023-24"
"Amir Coffey","LAC","70","20.9","6.6","1","2023-24"
"Aaron Holiday","HOU","78","16.3","6.6","1.1","2023-24"
"David Roddy","PHX","65","18.1","6.5","0.7","2023-24"
"Jeff Green","HOU","78","16.8","6.5","0.7","2023-24"
"Kyle Anderson","MIN","79","22.6","6.4","0.1","2023-24"
"Isaiah Jackson","IND","60","12.9","6.4","0","2023-24"
"Daniel Theis","LAC","60","16.9","6.3","0.4","2023-24"
"Patrick Beverley","MIL","73","20","6.2","0.8","2023-24"
"Haywood Highsmith","MIA","66","20.7","6.1","1.2","2023-24"
"Kris Murray","POR","62","21.7","6.1","0.8","2023-24"
"Ochai Agbaji","TOR","78","21.1","5.8","0.8","2023-24"
"Dyson Daniels","NOP","61","22.3","5.8","0.7","2023-24"
"Larry Nance Jr.","NOP","61","19.9","5.7","0.4","2023-24"
"Pat Connaughton","MIL","76","22.1","5.6","1.1","2023-24"
"Malachi Flynn","DET","69","12.7","5.5","0.8","2023-24"
"Doug McDermott","IND","64","14.1","5.5","1.5","2023-24"
"Matisse Thybulle","POR","65","22.9","5.4","1.2","2023-24"
"Kris Dunn","UTA","66","18.9","5.4","0.6","2023-24"
"Nicolas Batum","PHI","60","25.5","5.3","1.2","2023-24"
"Luke Kornet","BOS","63","15.6","5.3","0","2023-24"
"Davion Mitchell","SAC","72","15.3","5.3","0.8","2023-24"
"Bryce McGowens","CHA","59","14.9","5.1","0.6","2023-24"
"Drew Eubanks","PHX","75","15.6","5.1","0","2023-24"
"Goga Bitadze","ORL","62","15.4","5","0","2023-24"
"Jevon Carter","CHI","72","13.9","5","1.1","2023-24"
"Garrison Mathews","ATL","66","15","4.9","1.3","2023-24"
"Kenrich Williams","OKC","69","14.9","4.7","0.8","2023-24"
"Josh Okogie","PHX","60","16","4.6","0.5","2023-24"
"Anthony Black","ORL","69","16.9","4.6","0.5","2023-24"
"Kevon Looney","GSW","74","16.1","4.5","0","2023-24"
"Blake Wesley","SAS","61","14.4","4.4","0.2","2023-24"
"Joe Ingles","ORL","68","17.2","4.4","1","2023-24"
"Jaxson Hayes","LAL","70","12.5","4.3","0","2023-24"
"Caleb Houstan","ORL","59","13.8","4.3","1.2","2023-24"
"Max Christie","LAL","67","14.1","4.2","0.6","2023-24"
"Troy Brown Jr.","DET","59","14","4.2","0.8","2023-24"
"Jae'Sean Tate","HOU","65","15.9","4.1","0.4","2023-24"
"Justin Holiday","DEN","58","14.9","4","0.9","2023-24"
"Jaylin Williams","OKC","69","13","4","0.8","2023-24"
"Chris Duarte","SAC","59","12.2","3.9","0.7","2023-24"
"KJ Martin","PHI","60","12.5","3.7","0.1","2023-24"
"Dwight Powell","DAL","63","13.3","3.3","0","2023-24"
"Zeke Nnaji","DEN","58","9.9","3.2","0.1","2023-24"
"JT Thor","CHA","63","12.4","3.2","0.4","2023-24"
"Dalen Terry","CHI","59","11.5","3.1","0.3","2023-24"
"Joel Embiid","PHI","66","34.6","33.1","1","2022-23"
"Luka Dončić","DAL","66","36.2","32.4","2.8","2022-23"
"Damian Lillard","POR","58","36.3","32.2","4.2","2022-23"
"Shai Gilgeous-Alexander","OKC","68","35.5","31.4","0.9","2022-23"
"Giannis Antetokounmpo","MIL","63","32.1","31.1","0.7","2022-23"
"Jayson Tatum","BOS","74","36.9","30.1","3.2","2022-23"
"Donovan Mitchell","CLE","68","35.8","28.3","3.6","2022-23"
"Kyrie Irving","DAL","60","37.4","27.1","3.1","2022-23"
"Jaylen Brown","BOS","67","35.9","26.6","2.4","2022-23"
"Trae Young","ATL","73","34.8","26.2","2.1","2022-23"
"Ja Morant","MEM","61","31.9","26.2","1.5","2022-23"
"Lauri Markkanen","UTA","66","34.4","25.6","3","2022-23"
"Julius Randle","NYK","77","35.5","25.1","2.8","2022-23"
"De'Aaron Fox","SAC","73","33.4","25","1.6","2022-23"
"Zach LaVine","CHI","77","35.9","24.8","2.6","2022-23"
"Anthony Edwards","MIN","79","36","24.6","2.7","2022-23"
"DeMar DeRozan","CHI","74","36.2","24.5","0.6","2022-23"
"Nikola Jokić","DEN","69","33.7","24.5","0.8","2022-23"
"Pascal Siakam","TOR","71","37.4","24.2","1.3","2022-23"
"Jalen Brunson","NYK","68","35","24","2","2022-23"
"Kristaps Porziņģis","WAS","65","32.6","23.2","2.1","2022-23"
"Jimmy Butler III","MIA","64","33.4","22.9","0.6","2022-23"
"Jalen Green","HOU","76","34.2","22.1","2.5","2022-23"
"Keldon Johnson","SAS","63","32.7","22","2.1","2022-23"
"Klay Thompson","GSW","69","33","21.9","4.4","2022-23"
"Darius Garland","CLE","69","35.5","21.6","2.4","2022-23"
"Bojan Bogdanovic","DET","59","32.1","21.6","2.5","2022-23"
"Desmond Bane","MEM","58","31.7","21.5","2.9","2022-23"
"Kyle Kuzma","WAS","64","35","21.2","2.5","2022-23"
"Terry Rozier","CHA","63","35.3","21.1","2.6","2022-23"
"Anfernee Simons","POR","62","35","21.1","3.4","2022-23"
"James Harden","PHI","58","36.8","21","2.8","2022-23"
"CJ McCollum","NOP","75","35.3","20.9","2.8","2022-23"
"Jordan Clarkson","UTA","61","32.6","20.8","2.5","2022-23"
"Jerami Grant","POR","63","35.7","20.5","2.3","2022-23"
"Dejounte Murray","ATL","74","36.4","20.5","1.8","2022-23"
"Jordan Poole","GSW","82","30","20.4","2.6","2022-23"
"Bam Adebayo","MIA","75","34.6","20.4","0","2022-23"
"Tyrese Maxey","PHI","60","33.6","20.3","2.7","2022-23"
"Mikal Bridges","BKN","83","35.7","20.1","2","2022-23"
"Tyler Herro","MIA","67","34.9","20.1","3","2022-23"
"Jamal Murray","DEN","65","32.8","20","2.6","2022-23"
"Paolo Banchero","ORL","72","33.8","20","1.2","2022-23"
"RJ Barrett","NYK","73","33.9","19.6","1.7","2022-23"
"Fred VanVleet","TOR","69","36.7","19.3","3","2022-23"
"Jrue Holiday","MIL","67","32.6","19.3","2.4","2022-23"
"Kevin Porter Jr.","HOU","59","34.3","19.2","2.4","2022-23"
"Domantas Sabonis","SAC","79","34.6","19.1","0.4","2022-23"
"Jaren Jackson Jr.","MEM","63","28.4","18.6","1.6","2022-23"
"Franz Wagner","ORL","80","32.6","18.6","1.6","2022-23"
"Deandre Ayton","PHX","67","30.4","18","0.1","2022-23"
"Myles Turner","IND","62","29.4","18","1.5","2022-23"
"D'Angelo Russell","LAL","71","32.5","17.8","2.7","2022-23"
"Nikola Vučević","CHI","82","33.5","17.6","1.5","2022-23"
"Michael Porter Jr.","DEN","62","29","17.4","3","2022-23"
"Gary Trent Jr.","TOR","66","32.1","17.4","2.5","2022-23"
"Spencer Dinwiddie","BKN","79","34.5","17.3","2.3","2022-23"
"Norman Powell","LAC","60","26.1","17","1.9","2022-23"
"Buddy Hield","IND","80","31","16.8","3.6","2022-23"
"OG Anunoby","TOR","67","35.6","16.8","2.1","2022-23"
"Bennedict Mathurin","IND","78","28.5","16.7","1.3","2022-23"
"Christian Wood","DAL","67","25.9","16.6","1.6","2022-23"
"Josh Giddey","OKC","76","31.1","16.6","1","2022-23"
"Aaron Gordon","DEN","68","30.2","16.3","0.9","2022-23"
"Jaden Ivey","DET","74","31.1","16.3","1.6","2022-23"
"Evan Mobley","CLE","79","34.4","16.2","0.3","2022-23"
"Brook Lopez","MIL","78","30.4","15.9","1.7","2022-23"
"Russell Westbrook","LAC","73","29.1","15.9","1.2","2022-23"
"P.J. Washington","CHA","73","32.6","15.7","2","2022-23"
"De'Andre Hunter","ATL","67","31.7","15.4","1.5","2022-23"
"Scottie Barnes","TOR","77","34.8","15.3","0.8","2022-23"
"Kevin Huerter","SAC","75","29.4","15.2","2.7","2022-23"
"Harrison Barnes","SAC","82","32.5","15","1.6","2022-23"
"Immanuel Quickley","NYK","81","28.9","14.9","2.1","2022-23"
"Malcolm Brogdon","BOS","67","26","14.9","2","2022-23"
"Alperen Sengun","HOU","75","28.9","14.8","0.3","2022-23"
"Tobias Harris","PHI","74","32.9","14.7","1.7","2022-23"
"Trey Murphy III","NOP","79","31","14.5","2.6","2022-23"
"Tim Hardaway Jr.","DAL","71","30.3","14.4","3","2022-23"
"Dillon Brooks","MEM","73","30.3","14.3","2","2022-23"
"Jarrett Allen","CLE","68","32.6","14.3","0","2022-23"
"Jonas Valančiūnas","NOP","79","24.9","14.1","0.5","2022-23"
"Bobby Portis","MIL","70","26","14.1","1.4","2022-23"
"Jalen Williams","OKC","75","30.3","14.1","1","2022-23"
"Markelle Fultz","ORL","60","29.6","14","0.5","2022-23"
"Chris Paul","PHX","59","32","13.9","1.7","2022-23"
"Saddiq Bey","ATL","77","27.6","13.8","2","2022-23"
"Luguentz Dort","OKC","74","30.7","13.7","1.8","2022-23"
"Malik Monk","SAC","77","22.3","13.5","1.9","2022-23"
"Rudy Gobert","MIN","70","30.7","13.4","0","2022-23"
"John Collins","ATL","71","30","13.1","1","2022-23"
"Cole Anthony","ORL","60","25.9","13","1.3","2022-23"
"Austin Reaves","LAL","64","28.8","13","1.3","2022-23"
"Tre Jones","SAS","68","29.2","12.9","0.7","2022-23"
"Jabari Smith Jr.","HOU","79","31","12.8","1.5","2022-23"
"KJ Martin","HOU","82","28","12.7","0.8","2022-23"
"Malik Beasley","LAL","81","25.8","12.7","2.9","2022-23"
"Nic Claxton","BKN","76","29.9","12.6","0","2022-23"
"Jakob Poeltl","TOR","72","26.5","12.5","0","2022-23"
"Kelly Olynyk","UTA","68","28.6","12.5","1.4","2022-23"
"Eric Gordon","LAC","69","28.5","12.4","1.9","2022-23"
"Derrick White","BOS","82","28.3","12.4","1.8","2022-23"
"Dennis Schröder","LAL","67","29.6","12.4","1.1","2022-23"
"Keegan Murray","SAC","80","29.8","12.2","2.6","2022-23"
"Caris LeVert","CLE","74","30.2","12.1","1.7","2022-23"
"Jaden McDaniels","MIN","79","30.6","12.1","1.4","2022-23"
"Clint Capela","ATL","65","26.6","12","0","2022-23"
"Mike Conley","MIN","67","30.3","11.9","2","2022-23"
"Zach Collins","SAS","63","22.9","11.6","0.9","2022-23"
"Bruce Brown","DEN","80","28.5","11.5","1.1","2022-23"
"Max Strus","MIA","80","28.4","11.5","2.5","2022-23"
"Marcus Smart","BOS","61","32.1","11.5","1.9","2022-23"
"Naz Reid","MIN","68","18.4","11.5","1.1","2022-23"
"Quentin Grimes","NYK","71","29.9","11.3","2.2","2022-23"
"Rui Hachimura","LAL","63","23.3","11.2","0.8","2022-23"
"Marcus Morris Sr.","LAC","65","28.1","11.2","1.7","2022-23"
"Corey Kispert","WAS","74","28.3","11.1","2.2","2022-23"
"Mason Plumlee","LAC","79","26","10.8","0","2022-23"
"Jaylen Nowell","MIN","65","19.3","10.8","1","2022-23"
"Kentavious Caldwell-Pope","DEN","76","31.3","10.8","1.8","2022-23"
"Ivica Zubac","LAC","76","28.5","10.8","0","2022-23"
"Talen Horton-Tucker","UTA","65","20.2","10.7","0.9","2022-23"
"Grayson Allen","MIL","72","27.4","10.4","2","2022-23"
"Killian Hayes","DET","76","28.3","10.3","1.1","2022-23"
"Tyus Jones","MEM","80","24.2","10.3","1.5","2022-23"
"Monté Morris","WAS","62","27.4","10.3","1.3","2022-23"
"Doug McDermott","SAS","64","20.5","10.2","1.9","2022-23"
"Malaki Branham","SAS","66","23.5","10.2","1.2","2022-23"
"Reggie Jackson","DEN","68","24.4","10.2","1.4","2022-23"
"Patrick Williams","CHI","82","28.3","10.2","1.4","2022-23"
"De'Anthony Melton","PHI","77","27.9","10.1","2","2022-23"
"Aaron Nesmith","IND","73","24.9","10.1","1.6","2022-23"
"Josh Richardson","NOP","65","23.5","10.1","1.6","2022-23"
"Jonathan Kuminga","GSW","67","20.8","9.9","0.8","2022-23"
"Onyeka Okongwu","ATL","80","23.1","9.9","0.1","2022-23"
"Shaedon Sharpe","POR","80","22.2","9.9","1.3","2022-23"
"Herbert Jones","NOP","66","29.6","9.8","0.8","2022-23"
"Thomas Bryant","DEN","59","18.3","9.8","0.4","2022-23"
"Al Horford","BOS","63","30.5","9.8","2.3","2022-23"
"Josh Hart","NYK","76","32.3","9.8","0.8","2022-23"
"Coby White","CHI","74","23.4","9.7","1.7","2022-23"
"Keita Bates-Diop","SAS","67","21.7","9.7","0.8","2022-23"
"Caleb Martin","MIA","71","29.3","9.6","1.2","2022-23"
"Isaiah Joe","OKC","73","19.1","9.5","2.2","2022-23"
"Andrew Nembhard","IND","75","27.7","9.5","1.2","2022-23"
"Jalen Smith","IND","68","18.8","9.4","0.8","2022-23"
"Jalen McDaniels","PHI","80","23.9","9.4","1","2022-23"
"Gabe Vincent","MIA","68","25.9","9.4","1.7","2022-23"
"Donte DiVincenzo","GSW","72","26.3","9.4","2.1","2022-23"
"Kyle Anderson","MIN","69","28.4","9.4","0.6","2022-23"
"Chris Boucher","TOR","76","20","9.4","0.8","2022-23"
"Tari Eason","HOU","82","21.5","9.3","0.7","2022-23"
"Luke Kennard","MEM","59","22.3","9.3","2.3","2022-23"
"Seth Curry","BKN","61","19.9","9.2","1.5","2022-23"
"Walker Kessler","UTA","74","23","9.2","0","2022-23"
"Deni Avdija","WAS","76","26.6","9.2","0.9","2022-23"
"Jalen Duren","DET","67","24.9","9.1","0","2022-23"
"Josh Green","DAL","60","25.7","9.1","1.1","2022-23"
"Naji Marshall","NOP","77","23.3","9.1","0.9","2022-23"
"Bol Bol","ORL","70","21.5","9.1","0.4","2022-23"
"Santi Aldama","MEM","77","21.8","9","1.2","2022-23"
"Daniel Gafford","WAS","78","20.6","9","0","2022-23"
"Jose Alvarado","NOP","61","21.5","9","1.4","2022-23"
"AJ Griffin","ATL","72","19.5","8.9","1.4","2022-23"
"Royce O'Neale","BKN","76","31.7","8.8","2.1","2022-23"
"Terance Mann","LAC","81","23.1","8.8","1","2022-23"
"Jordan Nwora","IND","62","19.2","8.7","1.4","2022-23"
"Cedi Osman","CLE","77","20.1","8.7","1.5","2022-23"
"T.J. McConnell","IND","75","20.3","8.7","0.3","2022-23"
"Ayo Dosunmu","CHI","80","26.2","8.6","0.7","2022-23"
"Draymond Green","GSW","73","31.5","8.5","0.5","2022-23"
"Shake Milton","PHI","76","20.6","8.4","0.7","2022-23"
"Dorian Finney-Smith","BKN","66","30.4","8.3","1.7","2022-23"
"Terrence Ross","PHX","63","21.1","8.3","1.5","2022-23"
"Kevin Love","MIA","62","20","8.2","1.6","2022-23"
"Nick Richards","CHA","65","18.7","8.2","0","2022-23"
"Georges Niang","PHI","78","19.4","8.2","2","2022-23"
"Damion Lee","PHX","74","20.4","8.2","1.5","2022-23"
"Grant Williams","BOS","79","25.9","8.1","1.5","2022-23"
"Jevon Carter","MIL","81","22.4","8","1.8","2022-23"
"Jarred Vanderbilt","LAL","78","24.1","7.9","0.4","2022-23"
"Ochai Agbaji","UTA","59","20.5","7.9","1.4","2022-23"
"Tre Mann","OKC","67","17.7","7.7","1.2","2022-23"
"Pat Connaughton","MIL","61","23.7","7.6","1.8","2022-23"
"Joe Harris","BKN","74","20.6","7.6","1.9","2022-23"
"Trey Lyles","SAC","74","16.9","7.6","1.2","2022-23"
"Torrey Craig","PHX","79","24.7","7.4","1.3","2022-23"
"Obi Toppin","NYK","67","15.7","7.4","1.3","2022-23"
"Trendon Watford","POR","62","19.1","7.4","0.4","2022-23"
"Devonte' Graham","SAS","73","18.3","7.4","1.6","2022-23"
"Mitchell Robinson","NYK","59","26.9","7.4","0","2022-23"
"Josh Okogie","PHX","72","18.8","7.3","0.9","2022-23"
"Isaiah Jackson","IND","63","16.5","7.2","0","2022-23"
"Reggie Bullock Jr.","DAL","78","30.3","7.2","1.9","2022-23"
"Troy Brown Jr.","LAL","76","24.5","7.1","1.4","2022-23"
"Kendrick Nunn","WAS","70","13.8","7.1","1.1","2022-23"
"Kevon Looney","GSW","82","23.9","7","0","2022-23"
"Xavier Tillman","MEM","61","19.3","7","0.1","2022-23"
"Cory Joseph","DET","62","19.8","6.9","1.1","2022-23"
"Aaron Wiggins","OKC","70","18.5","6.8","0.7","2022-23"
"Larry Nance Jr.","NOP","65","21.2","6.8","0.2","2022-23"
"Terence Davis","SAC","64","13.1","6.7","1.4","2022-23"
"Anthony Lamb","GSW","62","19.3","6.7","1.2","2022-23"
"Dwight Powell","DAL","76","19.2","6.7","0","2022-23"
"David Roddy","MEM","70","18","6.7","0.9","2022-23"
"Drew Eubanks","POR","78","20.3","6.6","0.1","2022-23"
"Jock Landale","PHX","69","14.2","6.6","0.3","2022-23"
"Kevin Knox II","POR","63","15.1","6.6","1","2022-23"
"Jordan Goodwin","WAS","62","17.8","6.6","0.6","2022-23"
"Isaac Okoro","CLE","76","21.8","6.4","0.8","2022-23"
"Sam Hauser","BOS","80","16.1","6.4","1.8","2022-23"
"Goran Dragic","MIL","58","15","6.3","0.9","2022-23"
"Patrick Beverley","CHI","67","27.1","6.2","1.2","2022-23"
"Nickeil Alexander-Walker","MIN","59","15","6.2","1","2022-23"
"Nicolas Batum","LAC","78","21.9","6.1","1.6","2022-23"
"Oshae Brissett","IND","65","16.7","6.1","0.7","2022-23"
"Mike Muscala","BOS","63","15","6.1","1.3","2022-23"
"Andre Drummond","CHI","67","12.7","6","0","2022-23"
"Josh Christopher","HOU","64","12.3","5.8","0.3","2022-23"
"Jalen Johnson","ATL","70","14.9","5.6","0.4","2022-23"
"Davion Mitchell","SAC","80","18.1","5.6","0.8","2022-23"
"Alex Caruso","CHI","67","23.5","5.6","0.8","2022-23"
"Yuta Watanabe","BKN","58","16","5.6","1","2022-23"
"Wenyen Gabriel","LAL","68","15.1","5.5","0.1","2022-23"
"Lamar Stevens","CLE","62","18.1","5.3","0.5","2022-23"
"John Konchar","MEM","72","20.8","5.1","0.8","2022-23"
"Derrick Jones Jr.","CHI","64","14","5","0.4","2022-23"
"Isaiah Hartenstein","NYK","82","19.9","5","0.1","2022-23"
"Vlatko Čančar","DEN","60","14.8","5","0.7","2022-23"
"Chimezie Metu","SAC","66","10.4","4.9","0.1","2022-23"
"Moses Moody","GSW","63","13","4.8","0.8","2022-23"
"Christian Braun","DEN","76","15.5","4.7","0.4","2022-23"
"Bismack Biyombo","PHX","61","14.3","4.3","0","2022-23"
"Ish Wainright","PHX","60","15.3","4.2","1","2022-23"
"Paul Reed","PHI","69","10.9","4.2","0","2022-23"
"Matisse Thybulle","POR","71","16.9","4.1","0.8","2022-23"
"Aaron Holiday","ATL","63","13.4","3.9","0.6","2022-23"
"Dyson Daniels","NOP","59","17.7","3.8","0.5","2022-23"
"JT Thor","CHA","69","14","3.8","0.6","2022-23"
"Luke Kornet","BOS","69","11.7","3.8","0","2022-23"
"P.J. Tucker","PHI","75","25.6","3.5","0.7","2022-23"
"Miles McBride","NYK","64","11.9","3.5","0.6","2022-23"
"Anthony Gill","WAS","59","10.6","3.3","0.1","2022-23"
"Christian Koloko","TOR","58","13.8","3.1","0","2022-23"
"Usman Garuba","HOU","75","12.9","3","0.3","2022-23"
"Joel Embiid","PHI","68","33.8","30.6","1.4","2021-22"
"Giannis Antetokounmpo","MIL","67","32.9","29.9","1.1","2021-22"
"Luka Dončić","DAL","65","35.4","28.4","3.1","2021-22"
"Trae Young","ATL","76","34.9","28.4","3.1","2021-22"
"DeMar DeRozan","CHI","76","36.1","27.9","0.7","2021-22"
"Nikola Jokić","DEN","74","33.5","27.1","1.3","2021-22"
"Jayson Tatum","BOS","76","35.9","26.9","3","2021-22"
"Devin Booker","PHX","68","34.5","26.8","2.7","2021-22"
"Donovan Mitchell","UTA","67","33.8","25.9","3.5","2021-22"
"Stephen Curry","GSW","64","34.5","25.5","4.5","2021-22"
"Karl-Anthony Towns","MIN","74","33.4","24.6","2","2021-22"
"Zach LaVine","CHI","67","34.7","24.4","2.8","2021-22"
"Jaylen Brown","BOS","66","33.6","23.6","2.5","2021-22"
"De'Aaron Fox","SAC","59","35.3","23.2","1.3","2021-22"
"Pascal Siakam","TOR","68","37.9","22.8","1.1","2021-22"
"CJ McCollum","NOP","62","34.6","22.1","2.9","2021-22"
"James Harden","PHI","65","37.2","22","2.3","2021-22"
"Darius Garland","CLE","68","35.7","21.7","2.6","2021-22"
"Anthony Edwards","MIN","72","34.3","21.3","3","2021-22"
"Dejounte Murray","SAS","68","34.8","21.1","1.4","2021-22"
"Tyler Herro","MIA","66","32.6","20.7","2.7","2021-22"
"Fred VanVleet","TOR","65","37.9","20.3","3.7","2021-22"
"Miles Bridges","CHA","80","35.5","20.2","1.9","2021-22"
"LaMelo Ball","CHA","75","32.3","20.1","2.9","2021-22"
"Julius Randle","NYK","72","35.3","20.1","1.7","2021-22"
"Khris Middleton","MIL","66","32.4","20.1","2.5","2021-22"
"RJ Barrett","NYK","70","34.5","20","2","2021-22"
"Terry Rozier","CHA","73","33.7","19.3","3","2021-22"
"Domantas Sabonis","SAC","62","34.5","18.9","0.6","2021-22"
"Jordan Poole","GSW","76","30","18.5","2.8","2021-22"
"Russell Westbrook","LAL","78","34.3","18.5","1","2021-22"
"Gary Trent Jr.","TOR","70","35","18.3","3","2021-22"
"Jrue Holiday","MIL","67","32.9","18.3","2","2021-22"
"Desmond Bane","MEM","76","29.8","18.2","3","2021-22"
"D'Angelo Russell","MIN","65","32","18.1","2.7","2021-22"
"Bojan Bogdanovic","UTA","69","30.9","18.1","2.6","2021-22"
"Christian Wood","HOU","68","30.8","17.9","1.9","2021-22"
"Jonas Valančiūnas","NOP","74","30.3","17.8","0.8","2021-22"
"Nikola Vučević","CHI","73","33.1","17.6","1.4","2021-22"
"Tyrese Maxey","PHI","75","35.3","17.5","1.8","2021-22"
"Cade Cunningham","DET","64","32.6","17.4","1.8","2021-22"
"Jalen Green","HOU","67","31.9","17.3","2.3","2021-22"
"Tobias Harris","PHI","73","34.8","17.2","1.4","2021-22"
"Andrew Wiggins","GSW","73","31.9","17.2","2.2","2021-22"
"Deandre Ayton","PHX","58","29.5","17.2","0.1","2021-22"
"Kyle Kuzma","WAS","66","33.4","17.1","1.9","2021-22"
"Keldon Johnson","SAS","75","31.9","17","2.1","2021-22"
"Caris LeVert","CLE","58","30.7","17","1.4","2021-22"
"Reggie Jackson","LAC","75","31.2","16.8","2.2","2021-22"
"Harrison Barnes","SAC","77","33.6","16.4","1.8","2021-22"
"Cole Anthony","ORL","65","31.7","16.3","2","2021-22"
"Jaren Jackson Jr.","MEM","78","27.3","16.3","1.6","2021-22"
"Jalen Brunson","DAL","79","31.9","16.3","1.2","2021-22"
"Saddiq Bey","DET","82","33","16.1","2.6","2021-22"
"Jordan Clarkson","UTA","79","27.1","16","2.4","2021-22"
"Buddy Hield","IND","81","30.9","15.6","3.2","2021-22"
"Rudy Gobert","UTA","66","32.1","15.6","0","2021-22"
"Kevin Porter Jr.","HOU","61","31.3","15.6","2.5","2021-22"
"Tyrese Haliburton","IND","77","35","15.3","2.1","2021-22"
"Scottie Barnes","TOR","74","35.4","15.3","0.8","2021-22"
"Franz Wagner","ORL","79","30.7","15.2","1.2","2021-22"
"Bogdan Bogdanović","ATL","63","29.3","15.1","2.7","2021-22"
"Wendell Carter Jr.","ORL","62","29.9","15","1.1","2021-22"
"Aaron Gordon","DEN","75","31.7","15","1.2","2021-22"
"Seth Curry","BKN","64","33.3","15","2.5","2021-22"
"Evan Mobley","CLE","69","33.8","15","0.3","2021-22"
"Kelly Oubre Jr.","CHA","76","26.3","15","2.5","2021-22"
"Lauri Markkanen","CLE","61","30.8","14.8","2.2","2021-22"
"Chris Paul","PHX","65","32.9","14.7","1","2021-22"
"Will Barton","DEN","71","32.1","14.7","2.2","2021-22"
"Bobby Portis","MIL","72","28.2","14.6","1.8","2021-22"
"Mikal Bridges","PHX","82","34.8","14.2","1.4","2021-22"
"Evan Fournier","NYK","80","29.5","14.1","3","2021-22"
"Malik Monk","LAL","76","28.1","13.8","2.3","2021-22"
"Spencer Dinwiddie","DAL","67","29.6","13.7","1.7","2021-22"
"Mike Conley","UTA","72","28.6","13.7","2.3","2021-22"
"Kevin Love","CLE","74","22.5","13.6","2.5","2021-22"
"Dennis Schröder","HOU","64","28.7","13.5","1.3","2021-22"
"Jakob Poeltl","SAS","68","29","13.5","0","2021-22"
"Kyle Lowry","MIA","63","33.9","13.4","2.3","2021-22"
"Carmelo Anthony","LAL","69","26","13.3","2.2","2021-22"
"Derrick White","BOS","75","29.3","13.2","1.5","2021-22"
"Kentavious Caldwell-Pope","WAS","77","30.2","13.2","2.1","2021-22"
"Montrezl Harrell","CHA","71","23.1","13.1","0.1","2021-22"
"Coby White","CHI","61","27.5","12.7","2.2","2021-22"
"Monté Morris","DEN","75","29.9","12.6","1.7","2021-22"
"Cameron Johnson","PHX","66","26.2","12.5","2.5","2021-22"
"Devin Vassell","SAS","71","27.3","12.3","1.9","2021-22"
"Lonnie Walker IV","SAS","70","23","12.1","1.6","2021-22"
"Marcus Smart","BOS","71","32.3","12.1","1.7","2021-22"
"Malik Beasley","MIN","79","25","12.1","3","2021-22"
"Kevin Huerter","ATL","74","29.6","12.1","2.2","2021-22"
"Luke Kennard","LAC","70","27.4","11.9","2.7","2021-22"
"Devonte' Graham","NOP","76","28.4","11.9","2.5","2021-22"
"Jae'Sean Tate","HOU","78","26.4","11.8","0.8","2021-22"
"Danilo Gallinari","ATL","66","25.3","11.7","1.7","2021-22"
"Alec Burks","NYK","81","28.6","11.7","1.9","2021-22"
"Davion Mitchell","SAC","75","27.7","11.5","1.3","2021-22"
"Patty Mills","BKN","81","29","11.4","2.8","2021-22"
"Immanuel Quickley","NYK","78","23.1","11.3","1.8","2021-22"
"Gary Harris","ORL","61","28.4","11.1","1.9","2021-22"
"Grayson Allen","MIL","66","27.3","11.1","2.4","2021-22"
"Clint Capela","ATL","74","27.6","11.1","0","2021-22"
"Dorian Finney-Smith","DAL","80","33.1","11","2.2","2021-22"
"Hamidou Diallo","DET","58","21.9","11","0.4","2021-22"
"Duncan Robinson","MIA","79","25.9","10.9","2.9","2021-22"
"De'Anthony Melton","MEM","73","22.7","10.8","1.9","2021-22"
"Darius Bazley","OKC","69","27.9","10.8","1.2","2021-22"
"Cameron Payne","PHX","58","22","10.8","1.2","2021-22"
"Terance Mann","LAC","81","28.6","10.8","0.9","2021-22"
"Cedi Osman","CLE","66","22.2","10.7","1.9","2021-22"
"Mo Bamba","ORL","71","25.7","10.6","1.5","2021-22"
"Nickeil Alexander-Walker","UTA","65","22.6","10.6","1.6","2021-22"
"Max Strus","MIA","68","23.3","10.6","2.7","2021-22"
"Trey Lyles","SAC","75","20.5","10.5","0.9","2021-22"
"Tre Mann","OKC","60","22.8","10.4","1.6","2021-22"
"Brandon Clarke","MEM","64","19.5","10.4","0.1","2021-22"
"Ivica Zubac","LAC","76","24.4","10.3","0","2021-22"
"Jeff Green","DEN","75","24.7","10.3","0.7","2021-22"
"P.J. Washington","CHA","65","27.2","10.3","1.7","2021-22"
"Josh Richardson","SAS","65","24.6","10.2","1.6","2021-22"
"Ben McLemore","POR","64","20.1","10.2","2.4","2021-22"
"Al Horford","BOS","69","29.1","10.2","1.3","2021-22"
"Justin Holiday","SAC","74","27.8","10.1","2.4","2021-22"
"Bones Hyland","DEN","69","19","10.1","1.9","2021-22"
"Garrison Mathews","HOU","65","26.3","10","2.1","2021-22"
"Terrence Ross","ORL","63","23","10","1.2","2021-22"
"Robert Williams III","BOS","61","29.6","10","0","2021-22"
"Talen Horton-Tucker","LAL","60","25.2","10","0.8","2021-22"
"Pat Connaughton","MIL","65","26","9.9","2.2","2021-22"
"Alperen Sengun","HOU","72","20.7","9.6","0.4","2021-22"
